"X","tweet_text","tweet_sentiment"
1786,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1787,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1789,"It is such fucking horseshit that I have to install Chrome just to watch @netflix on my Mac. Hey @Apple when are you going to fix this?!??","negative"
1790,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1794,"How long is this @apple iOS 8.1.1 update going to take?!","negative"
1796,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1800,"I just want to delete all my emails without turning 40 @apple","negative"
1806,"@apple official I have 2 appletv's constantly loosing network co, Watching tv media is impossible, Can you re","negative"
1807,"Ok seriously... When is @apple going to fix iOS 8? I'm still missing music!","negative"
1817,"FUCK U @apple i just dropped my new IPHONE6  and it got all sctratched up ! IM DONE WITH APPLE SO FUCKING FRAGILE","negative"
1827,"Why do you hate business so much @Apple?","negative"
1834,"@lihdior_ @apple fuck wrong witchall niggas ?","negative"
1835,"RT @codygotMs: @lihdior_ @apple fuck wrong witchall niggas ?","negative"
1836,"Get three way FaceTimeing. Im sick of google hangouts. @Apple","negative"
1841,"@apple #macos #yosemite is a buggy piece of shit. It makes me miss #windows8.","negative"
1842,"@apple make bigger storage","negative"
1851,"if my phone dies mid tweet I will SUE you @apple","negative"
1852,"This happened to me SEVERAL times!! Fuck you @Apple deleted rivals' music from iPods for years...http://t.co/QBvcBmZVOF @MailOnline","negative"
1853,"I'm not happy about that @apple","negative"
1857,"@Apple get it together","negative"
1861,"@apple and @VerizonSupport the support I received for my iPad tonight was ridiculous going in circles with no solution smh","negative"
1865,".@apple The iPad update to iOS 8 is an absolute disaster. Nothing works right anymore. Safari crashes constantly. #iFail","negative"
1866,"@Apple deleted music from customers' iPods http://t.co/FzmaFUzrnl","negative"
1871,"hey @apple why is my phone dying when it's on the charger 
ur stuff sucks","negative"
1874,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1875,"@apple doesn't even own that handle? LOL SIRI knows NOTHING is what I wanted to tell you Mac peeps","negative"
1876,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1877,"@apple #YosemiteProblems Erases my saved pass words every day. This is getting annoying.","negative"
1878,"And they ain't open till 8 to help me so I can't even contact anyone for the shoot now @apple u can suck multiple digs. Whack","negative"
1880,"I hate my MacBook now. Fuck this update and fuck you @apple","negative"
1883,"yall chargers weak yall needa make iPhone charger otterboxes for the cord @apple","negative"
1887,"s/o to @apple for charging me for two ringtones and then not letting me use them. #ThanksObama","negative"
1893,"@cooolestnerd and these are the top places to work: @twitter @google @yahoo @facebook @apple doesn't reflect society's makeup.","negative"
1896,"@ch0ng_li @Apple I'll take a look at that. I'm fed up with iPad well &amp; truly..","negative"
1902,"I swear to fuck I would rather cut and splice physical fucking tape than dick around with one more @Apple product with shit design.","negative"
1907,"Apple may be working on virtual reality, but it's destroyed the evidence
http://t.co/teM7uDz5if @Apple @ceva @HTC @Google Talk to me! #scuba","negative"
1908,"Your telling me there's no Santa Claus emoji? @Apple","negative"
1909,"Playing with @apple #healthkit. Somebody needs to show them how to make proper axis labels. #infographic #design http://t.co/HjWIYe6MZB","negative"
1910,"Between 07 &amp; 09, @Apple deleted #music off of some customers' iPods without telling them http://t.co/PgXi2dr4Wg http://t.co/yBK9Ix23qb","negative"
1912,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1913,"Apple Inc. (#AAPL), Anti-Trust Laws, Class-Action Lawsuit And Viable #Plaintiffs http://t.co/ipjzO3wy0A #technology","negative"
1919,"This is why I would never want to own an @apple device. But sadly people seem to be okay with that. http://t.co/EK4vESbigs","negative"
1921,"Gotta love the autocorrect in IPhone. Nothing makes a person more illiterate than that. Fuck me,quit guessing and not let us correct. @Apple","negative"
1926,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1934,"'@OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/Pqy2nOBaE9'","negative"
1938,"@weightsmate @Apple total nightmare!!!! and they take a big slice of the cake !","negative"
1939,"Why is my phone on 26 if I charged it all night hmmmmm? @apple @stevejobs @god","negative"
1940,"@steviebuckley It's doing strange things to @dropbox files as well - create a new folder and it disappears etc.  @apple #yosemite #bugs","negative"
1943,"It's done well but my '04 @apple 40gb #ipod photo has possible come to an end after 10yrs. Battery won't charge! :( http://t.co/e9oGDNlcmw","negative"
1945,"RT @hf: @imcatnoone @Apple or you can't even sync folders","negative"
1946,"Steve Wozniak tries to gut the legacy of the late Steve Jobs. #uncool @apple http://t.co/ccPbgibI7B via @BloombergTV","negative"
1948,"That's what happened to my music! @Apple deleted music from customers' iPods http://t.co/zvJoangfIK","negative"
1953,"@dougluberts @drakecraytel @Apple it is a universal problem with 128gb models. Some people think there will be a total recall.","negative"
1956,"Apple TV fades away in streaming video player market - @Apple #vod #streaming http://t.co/5jYgtiCWlc","negative"
1959,"The dirty secret in the shadow of Silicon Valley  http://t.co/yS41C4Y1SO @google @yahoo @apple nice 2 know ur doing good with ur billions!","negative"
1966,"Any other #iPhone6 users have a random #vertical #line showing up on their screen since #upgrading to #ios811? @apple","negative"
1968,"RT @OvelhaNegraTV: Apple TV fades away in streaming video player market - @Apple #vod #streaming http://t.co/5jYgtiCWlc","negative"
1969,"I JUST HELD MY PHONE CLOSE TO MY CHEEK AND IT GAVE ME A SHOCK OHHSHIT @APPLE HELP","negative"
1970,"https://t.co/4RZOXmdypG fully explains our airplay trouble @inbot. @Apple: fix your shit.","negative"
1982,"#AAPL:Apple deleted songs from customers' iPods...http://t.co/ieyvCmYgaV","negative"
1983,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
1987,"The @apple enterprise developer agreement is (wait for it ) 719  (seven hundred and nineteen) pages !!","negative"
1988,"When a company is playing catch-up, it lost its innovation momentum. Sorry @apple http://t.co/jSDeyIpnek via @tomshardware","negative"
1993,"Only had the iPhone 2 years. Still can't decipher how to use calendar @apple #isitme #who gets paid how much?","negative"
2003,"@Apple GBP200 repair an #iPhone5 that died 4 mths out of warranty. The new phone comes with only 90 days warranty. Why?!?! #unhappycustomer","negative"
2005,"Mark #Zuckerberg Slams Tim #Cook: You Don't Care About Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/58j6KPMIlI","negative"
2013,"Mark #Zuckerberg Slams Tim #Cook: You're Not In Alignment With Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/YUIelx9q2J","negative"
2016,"@Apple 'deleted #iPod #music from rival services' http://t.co/a9VO9E0g5F","negative"
2024,"@Apple, why I cannot alt+tab back to full screen app!? GRRRR! #usability","negative"
2030,"@apple why the fuck when I leave my charger at home do I gotta start sending my goodbye texts at 10:09am?","negative"
2037,"RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple","negative"
2038,"@Facebook founder attacks @Apple boss over 'ridiculous' comments http://t.co/pverWexJv8","negative"
2040,"Dear @Apple, I place all my browser eggs in the #Safari basket. Guess what? Safari is broken, please fix the release you pulled. #FAIL","negative"
2042,"Foxconn Robots Proving Unsuitable for iPhone Assembly, Updated Versions in the Works http://t.co/jSmVSN6v8r #AAPL","negative"
2046,"What is the point of making an apt at @apple Genius Bar when you sit and wait for 40 min and counting?!","negative"
2054,"RT @ajhontucan: Your telling me there's no Santa Claus emoji? @Apple","negative"
2059,"@CharlesJMeyer @Apple @Appy_Geek Hasn't Apple been doing this for decades? This is why I don't support Apple. #apple #deletegame","negative"
2065,"@Swansonbirds @Apple @Appy_Geek it's definitely a bit frustrating as a consumer. I'm a big @apple supporter","negative"
2071,"Why I Hate #Apple. #aapl  http://t.co/inkCjYw0Lq","negative"
2072,"My @apple power cord caught on fire!   Yet another non-travelling power cord I have less than a year.  #AppleCordFire http://t.co/exC3Wz8CiD","negative"
2073,"What I find alarming about @Apple power cords is how quickly they fray.  I don't always notice when I don't travel with them. #AppleCordFire","negative"
2074,"And if I leave my Mac plugged in when I leave the house, do I need to check the @Apple power cord every time?  #AppleCordFire","negative"
2075,"And how about kids?  Do parents need to monitor the @Apple power cords daily to make sure they are still safe?  #AppleCordFire","negative"
2076,"I was out to dinner last night and left my computer to charge.  Had the fire happened then, I'd have no house.  @Apple #AppleCordFire","negative"
2084,"Dear @Apple all I want for Xmas is for iOS 8 to stop crashing my iPad.  Signed, Cindy Lou Who of Whoville #apple","negative"
2088,"Hey @Apple how can I take U2's album off my phone?","negative"
2094,"Apple Inc. Deleted Songs From Rival Services From iPods http://t.co/dQwDFpcc4x #AAPL","negative"
2102,"@apple the fact these itunes updates makes it anal to reset play counts sometimes yall do the mosttttt","negative"
2115,"Why is it so hard to reach / buy Suicide Squad comics at apple store in Turkey? @apple @DCComics @AppleTurkey","negative"
2117,"@apple how/why did my iCal undo 6 months of entries related to recurring date entries? they all re-set to 'pay CC'. i had changed to $amnt..","negative"
2119,"Just watched my dad struggle to answer a call because his #iPhone wouldn't let him answer. Great job on #iOS @Apple!!! Not...","negative"
2120,"@apple iCal AGAIN!!! it reset all my recurring in spite of months of individualizing each one per current date. #fail #icloud #sucking","negative"
2136,"Wanted the @apple iPhone 6 but that lighting charger made me go to an @windows @nokia 1020.","negative"
2142,"@allandthompson @Apple Let me just go ahead and get this one out of the way: 'U gonna get a VIRUS &amp; ur whole house will explode!'","negative"
2144,"Zuckerberg attacks: If Apple really cared about customers, iPhones would cost less $AAPL #aapl
http://t.co/xG4cpjwXKH","negative"
2158,"My keyboard only ever freezes up when I'm trying to talk to Ian, @apple why do u hate the sophian","negative"
2161,"2nd day with my new iPhone, WTF @Apple ?!
In switching to @SamsungMobileUS http://t.co/Vz95pDWzEe","negative"
2166,"Wut? @apple can I have my money back? kthx http://t.co/zVp7MUZDAM","negative"
2167,"took me an hour (half of it was decided in a bubble bath) that I cannot download iOS 8. I hate you @apple @EE","negative"
2170,"@calemcmartin blame @apple","negative"
2173,"why don't we have harry potter emojis please work on this @Apple","negative"
2175,"RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple","negative"
2176,"RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple","negative"
2177,"RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple","negative"
2178,"RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple","negative"
2182,"RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple","negative"
2183,"RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple","negative"
2185,"@apple had a dream last night where I downgraded my #iPhone to a 4S and spent the rest of the dream trying to figure out what to do. #shame","negative"
2194,"@apple IOS8 is still shit","negative"
2195,"@marxculture @AppleUK_  Thanks, I'll keep it in mind. Tho, I've lately been so unhappy with everything @apple that I'm moving away from them","negative"
2197,"@daulfn @AppleUK_ @Apple I have a Windows lappy which works well and was half the price of the alternative","negative"
2200,"@Apple: Apple ID should ALWAYS b able to b set up w/out cred card/PayPal/gift card attach to it. You'll still get your $ if they buy. #fail","negative"
2207,"RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple","negative"
2208,"@Apple admits deleting rival music store tracks from iPods | Apple | http://t.co/DPH21dL8K3 http://t.co/GEAgJUuRSO","negative"
2209,"Is it just me, who feels #Yosemite eats more battery &amp; Resource than #Mavericks?  @Apple are you reading this?","negative"
2211,"@apple u used to b cool what happened","negative"
2212,"IT &amp; marketing systems @AmericanExpress cause headaches as card holders with @Apple Pay are being opted in for promotions without permission","negative"
2213,"..@facebook founder @MarkZuckerberg attacks @apple boss @TimCook over 'ridiculous' comments about ads http://t.co/fNKDDbfLzV","negative"
2216,"@ATTCares @senisbs Wireless Family Share plan, one line upgrade just killed my discount. Not sure it was mentioned on @Apple pre-order page.","negative"
2220,"itunes is awful &amp; is ruining my life fix your shit @apple","negative"
2222,"#Forget @Apple [#Apple]'s #iPhone and @SamsungMobileUS #Samsung's Galaxy, the #humble flip phone is back. (#Frid... http://t.co/6CiLI9sCw6","negative"
2224,"#AAPL:Why can't Apple meet demand for the iPhone 6?...http://t.co/200wqsCPaG","negative"
2225,"had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls","negative"
2227,"RT @taraluv_: had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls","negative"
2228,"Is there ever going to be a moment y'all are going to fix the battery? Mine goes from 100% to 22% in an hour. @apple","negative"
2231,"#Why #can't @Apple [#Apple] meet demand for the #iPhone6?. (#Friday, 5 #December) http://t.co/dCKe05pVa4","negative"
2236,"Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple","negative"
2237,"@Apple my wifi is on &amp; working on everything else but my ipad. i'm so pissed. TWO DAYS it's been like this! GET IT TOGETHER #Apple","negative"
2242,"OR @phone OR @apple I FUCKING HATE YHIS OHONE OMG IM SO EMBARRASSED","negative"
2243,"Why can't Apple meet demand for the iPhone 6? #AAPL http://t.co/niSTjt22ql","negative"
2247,"IE, Chrome, and Firefox all now have public feature roadmaps...come on, @apple Safari!  Feel free to fork http://t.co/rmkflGk5ZH","negative"
2248,"morning or should I say evening now that @apple replaced my crimped cord! http://t.co/xoaFbFKqTL","negative"
2249,"@jacobrossi yeah, seriously... why doesn't @Apple have one?  Good developer relations I think to have one.","negative"
2255,"hey @apple my 5s keeps glitching :/","negative"
2258,"Hey @Apple, every time you update iTunes you make it worse. And worse. #DontUpdateiTunes","negative"
2259,"@britt_bumgarner @briannalengy I mean it didn't auto correct so who is really at fault here @apple","negative"
2261,"@briannalengy @JessicaB515 @Apple apple I'm gonna sue you for thatb","negative"
2263,"Every time I change keyboards this come up. Like wtf @apple get your shit together http://t.co/A9cimyYod8","negative"
2271,"@apple last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one. I DIDNT DESERVE THIS","negative"
2279,"RT @danielllebaker: Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple","negative"
2283,"Protesters in the @Apple store pretty much sums it up. Its like a gravitational pull. Shocked it took this long. Next stop? STARBUCKS!!","negative"
2285,"RT @mrushh: hey @apple why is my phone dying when it's on the charger 
ur stuff sucks","negative"
2288,"I have to be honest. My once great fanaticism for @Apple is turning into an equally great dislike.","negative"
2289,"@apple, I really do know my mouse batteries haven't inceased in charge since the last time my mac told me they were low","negative"
2290,"#chrome needs a fucking update ASAP. Why do @apple and @google play this stupid back n forth shit over software. #letmecreate","negative"
2291,"My phone died at 8%, why would you let this happen @apple?","negative"
2292,"dang this phone fuckin sucks. fuck you @apple!!! piece of shit iPhone man. y'all disappoint me.","negative"
2293,"Safari just crashed on me and I didn't have any tabs open wtf @apple","negative"
2295,"Hey @apple how about you guys make a charger that lasts more than 2 fucking weeks","negative"
2296,"@MrBeagleman @Kronykal @Apple That coffee's not even fair trade!","negative"
2297,"@apple emojis en mac, pleaaaase! :(((","negative"
2302,"RT @Metzzler: Hey @apple how about you guys make a charger that lasts more than 2 fucking weeks","negative"
2304,"RT @mrushh: hey @apple why is my phone dying when it's on the charger 
ur stuff sucks","negative"
2305,"Man the @ESPN3 app on @apple TV is some hot garbage.","negative"
2308,"If you have an iPad 2, DON'T update it to iOS8, it's buggy and slow! #apple @apple","negative"
2310,"@Apple fix your ios8 garbage software mix in an update ASAP","negative"
2311,"WHAT THE HELL @apple","negative"
2314,"CGK had laptop prob today.  @apple  Local #, useless. Tech support, useless. 1 hr at Genius Bar, useless.  Buy a PC next time?","negative"
2320,"the silicone on my case is peeling, wtf @apple","negative"
2322,"Y'all petty as hell, @Apple...","negative"
2324,"@apple http://t.co/rOyOwjfiW5 What a nice piece of crap you've created. Great job. Pay more, get less, #crapple #fail","negative"
2328,"fuck u @apple","negative"
2329,"@tim_cook @therealjonyive #iosissues @ios8problems @Apple More issues. Now safari. I want jobs quality control back. http://t.co/W2754JV0dI","negative"
2330,"Since when did @apple stop replacing iPhone units due to defect? Just because I have some scratches on my phone doesn't mean I dropped it.","negative"
2332,"@apple on hold 56 min....","negative"
2335,"My phone is plugged in and losing battery. Thanks @apple","negative"
2338,"Hitting below the belt! @Apple 'deleted' rivals' music from iPods, court hears. http://t.co/QiyqAukvc1 #musicnews","negative"
2340,"Ha ha @NY1 just reported that the 'lie in' at @apple was more organized then the normal big crowds that they're use to #ShutItDown","negative"
2344,"@apple DUCK OFF","negative"
2345,"HOW TF DO U EVEN GET LASAGNA AND LARYNGITIS MIXED UP WTF @apple","negative"
2346,"@apple @stevejobs @iTunesMusic yooo fam it's been 48 hours where's my email back I need that @JColeNC album when it drops","negative"
2347,"@apple BS that US-purchased iPhone 5 not covered by battery replacement program (https://t.co/LUWqKtRW1g) in India. Arbitrary, unfair. Fix!","negative"
2349,"Protestors taking over an @apple store.  Really?  Can't find a government office or something that will make change.","negative"
2351,"RT @WolfInPigsCloth: Even the @Apple #NYC flagship store wasn't spared a visit from the #EricGarner protests @verge: http://t.co/xEuDG7rAN7","negative"
2354,"@apple what is my iPhone not know the difference between too, two &amp; to","negative"
2355,"MY LAPTOP WONT FUCJING TURN ON OR CHARGE I DIDNG PAY 10000000000 FOR THIS @APPLE","negative"
2359,"YO YOU AINT SHIT @apple","negative"
2360,"my calls wit amanda keep ending @apple fix urself","negative"
2361,"RT @lukesmut: my calls wit amanda keep ending @apple fix urself","negative"
2365,"@Jman98jlb @San0529 my phone does it automatically for some reason. Kinda dumb. Thanks @Apple","negative"
2367,"I can't queue songs on an iPhone @apple @timcook #FixIt","negative"
2370,"@daviddavidw @AugustSmartLock you know what #sucks ? @apple stores have had these locks weeks before many who preordered. #smh","negative"
2373,"I'm still mad @apple","negative"
2374,"@tehhGOAT @Apple do you by accident have me blocked or?","negative"
2375,"You'd think safari would work well since it's an apple product but no it's been freezing constantly. Such crap products @apple","negative"
2376,"Khloe Kardashian has a black iPhone 6 but I still don't have mine???... @Apple whats going on huh? picking favorites? you biased fucks","negative"
2377,"Real tired of my charger breaking every month @Apple","negative"
2378,"RT @paisley_smithh: Real tired of my charger breaking every month @Apple","negative"
2379,"@apple fix os x please.","negative"
2386,"My messages aren't sending...@apple tf is going on","negative"
2387,"#AAPL:Corrupt Apple exec sentenced to 1 year in prison...http://t.co/uCQYyBqrgM","negative"
2389,"@apple #apple corporate raiders selling weak products that stop working within weeks&amp;apple gets out of warranty by claiming dampness","negative"
2390,"RT @swerviinnn: My messages aren't sending...@apple tf is going on","negative"
2393,"@swerviinnn @Apple maybe stop being a whore for once and sleep","negative"
2395,"my notifications are so messed up thank u @apple","negative"
2396,"@jimmymujaj @Apple it works again fucker, not being a hoe if it's only one person SMD","negative"
2398,"@swerviinnn @Apple you are very hostile tn","negative"
2401,"@applenws @Apple @AppleProducts Ok yall need to reverse my phone back to iOS 7 bc I can't do this anymore","negative"
2405,"Frustrated after unsuccessfully trying to fix outgoing SMTP configuration. &lt;3 @Apple but this is unacceptable #YosemiteProblems #apple #help","negative"
2407,"@itsblaney hey @Apple why is this happening to my phone","negative"
2409,"@Apple I'm so done with your products like what kind of a FaceTime call is this @AppStore http://t.co/lxKI8qrlc1","negative"
2410,"THE WORLD'S FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION @Apple http://t.co/Rz8es3q3fj","negative"
2411,"RT @ehsonakbary: THE WORLD'S FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION @Apple http://t.co/Rz8es3q3fj","negative"
2412,"RT @ehsonakbary: THE WORLD'S FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION @Apple http://t.co/Rz8es3q3fj","negative"
2413,". @apple I don't think the '59' should be so close to the '00' when setting an alarm on an iPhone. Many times I have fallen victim to this.","negative"
2415,"RT @ehsonakbary: THE WORLD'S FIRST MURDER VIA FACETIME THANK YOU FOR THIS INNOVATION @Apple http://t.co/Rz8es3q3fj","negative"
2416,"RT @LawKitson: Wut? @apple can I have my money back? kthx http://t.co/zVp7MUZDAM","negative"
2419,"@briankardell @jacobrossi @Apple Apparently even the info if a bug is going to be fixed must be kept secretly. Apple says f*** you to devs.","negative"
2423,"The company crushing @Apple and Samsung in China is making an amazing super-cheap phone http://t.co/55GmnhluXz http://t.co/hxOFXT7Lm7","negative"
2424,"@illogikal @Apple nigga fuck yo couch lol","negative"
2428,"When you request custom gift wrap from @apple ... Don't do it ... http://t.co/DoenA0e8nx","negative"
2429,"Facebook CEO Mark Zuckerberg criticizes Apple $AAPL #aapl
http://t.co/EVrsNVdeXe","negative"
2431,"Apple Could Face iPhone 6 Shortages Next Year $AAPL #aapl
http://t.co/VpMOXOBFJh","negative"
2434,"@Apple can you fix your devices!!! Some albums are not available on iTunes I download illegal and this happens. http://t.co/NOdur7Nb8C","negative"
2443,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","negative"
2451,"Can @Apple sTOP making their OS installations so damn bloody difficult STOP ASKING ME TO CLEAR SPACE FROM MY HARD DISK","negative"
2456,"RT @JPDesloges: Apple's Dilemma With Apple TV  $AAPL #aapl
http://t.co/pFXEUXeU3u","negative"
2461,"Dear @Apple:  Where the ever-lovin' heck did you put the navigation arrows in the iTunes store? Do you even use your own software?","negative"
2463,"@apple bought a new iPhone 6, never gets reception in the same places my 4s did and battery life is worse. #nomoreapple","negative"
2465,"Nigga my phone has froze 3 times today &amp; it's not even 11 am tf @Apple","negative"
2466,"RT @Vito_sfam: Hey @apple, the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos' main page. Fix this shit!","negative"
2469,"RT @Vito_sfam: Hey @apple, the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos' main page. Fix this shit!","negative"
2470,"RT @AllisonSalz: When you request custom gift wrap from @apple ... Don't do it ... http://t.co/DoenA0e8nx","negative"
2472,"'@timesofindia: #Facebook CEO Mark Zuckerberg criticizes Apple http://t.co/ifdorJf6u0 http://t.co/DxvZFy5djv' his iPhone 6+ bend! LOL @Apple","negative"
2473,"Who annoys me more @at&amp;t or @apple @SamsungMobileUS  here I come for a galaxy s5","negative"
2476,"Left the hoos we 100% now got 50 iPhones are dire @apple suck ur mum","negative"
2477,"RT @barrrymitchell: Left the hoos we 100% now got 50 iPhones are dire @apple suck ur mum","negative"
2478,"RT @Vito_sfam: Hey @apple, the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos' main page. Fix this shit!","negative"
2479,"@GiveAwaylPhone5 @BoysQuotations and done I should have won like 5 times alreadt, whats the deal @apple??","negative"
2482,"RT @Vito_sfam: Hey @apple, the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos' main page. Fix this shit!","negative"
2483,"I was having wireless drop off connections issues (net interruptus) with my macbook pro. Upgraded to Yosemite. Problems disappeared. @apple","negative"
2484,"@Apple why is flag next to delete in email? Wouldn't it make more sense next to Mark as unread on the other side? accidentally deleting","negative"
2491,"@lanadelreystan KILL YOURSELF @apple","negative"
2495,"It's been over a month of store visits and calls and still my iPhone doesn't receive texts from non @apple or @ATTCares customers #fail","negative"
2496,"Not sure who is worse @ATT @Apple vacations or @SovereignBankUS","negative"
2498,"Dear @apple , please find a solution to this, it happens with all of your cords: http://t.co/MsnP6PI2O9","negative"
2499,"'@WhoaBiebz: GET YOUR SHIT TOGETHER OR I'LL GUY A SAMSUNG GALAXY S5 @APPLE' http://t.co/LEHpmkxK0a","negative"
2500,"RT @chemixcalbieber: '@WhoaBiebz: GET YOUR SHIT TOGETHER OR I'LL GUY A SAMSUNG GALAXY S5 @APPLE' http://t.co/LEHpmkxK0a","negative"
2502,"RT @chemixcalbieber: '@WhoaBiebz: GET YOUR SHIT TOGETHER OR I'LL GUY A SAMSUNG GALAXY S5 @APPLE' http://t.co/LEHpmkxK0a","negative"
2504,"Why are your phone chargers so terrible @apple Fix this @Jesus","negative"
2505,"RT @QueenCleo_92: Why are your phone chargers so terrible @apple Fix this @Jesus","negative"
2506,"@apple y'all shitty","negative"
2508,"@Apple @TMobile @tim_cook @JohnLegere 128 iPhone6plus and 128 iPhone6 (lots of cash spent) help...please!","negative"
2509,"It shouldn't take a whole week to replace my harddrive @apple this is ridiculous I have homework to do","negative"
2511,"NO @apple NO! When I make an I phone Album I WANT IT TO STAY ON PHONE, not be removed when camera roll cleared.. GET IT TOGETHER!","negative"
2512,"NO @apple NO! When I make an I phone Album I WANT IT TO STAY ON PHONE, not be removed when camera roll cleared.. GET IT TOGETHER!","negative"
2514,"Who in the hell @apple thought, let's put the volume display in front of a video. Absolutely dumb. Miss video every time you adjust volume.","negative"
2518,"Just had to buy a replacement phone charger for my son's iPhone. $40. That's why I'll never buy and @apple product for myself. Just greedy.","negative"
2522,"Besides buying basic necessities: gas, groceries, etc, #ShutItDown by not buying from @McDonaldsCorp @apple @Starbucks @Walmart #Ferguson","negative"
2523,"Thanks for pushing me into #yosemite @apple it has been the #WORST so slow and clunky. #cantgoback #misssnowleopard #whathappened","negative"
2524,"@Apple @iCloud Family in-app purchase approvals broken since Friday? You might have some very unhappy, money-losing developers come Monday.","negative"
2525,"@Apple the no caller ID thing is scary as heck and I suggest you stop it","negative"
2527,"@wearsy on apple you seem to need a us bank card to do that.  @apple I hate you","negative"
2529,"MY T-MOBILE/APPLE CELLULAR HELL! http://t.co/Gs9wNwmawu @apple @TMobile #iPhone6 #iPhone6Plus #Apple #TMobile #tech http://t.co/auHhLb0Plv","negative"
2530,"HATE @APPLE SO MUCH. RUIN MY LIFE","negative"
2531,"that yosemite update is so annoying i regret installing it -_- @apple sort out your shit bro","negative"
2533,"fuck u @apple ur chargers are made like shit","negative"
2535,"@Apple YOU'RE NOT EVEN THE REAL FUCKING APPLE COMPANY WHAT THE FUCK AM I SUPPOSED TO DO","negative"
2536,"T-MOBILE/IPHONE CALLING PROBLEM WORK AROUND http://t.co/9EGYFOHeXk @TMobile #TMobile @apple #Apple #iPhone6 #tech http://t.co/0NJBQBrVhZ","negative"
2537,"Die ins staged @Macys and @apple gives me food for thought and peaceful demonstrations. #thinkbeforeyoubuy","negative"
2545,"my phone is so slow now that i updated to ios 8 im so angry @apple fix this","negative"
2546,"@apple yo when ya coming out with the charger case for the 6? Hurr Up","negative"
2547,"I HAVE BEEN THROUGH ABOUT 18 IPHONE 5 CHARGERS @apple @stevejobs @WTF @!!!!!!!!!!!! @notcool","negative"
2548,"RT @keelzy: I HAVE BEEN THROUGH ABOUT 18 IPHONE 5 CHARGERS @apple @stevejobs @WTF @!!!!!!!!!!!! @notcool","negative"
2549,"The iPhone 6 autocorrects BeyoncÌ© to the proper spelling with capitalization and the accent. Thank you @apple , took you long enough.","negative"
2554,"@KateUpton Too bad your addition does nothing to improve the non-existent customer service of @gameofwar @apple @WIRED @CNN @FoxNews #fail","negative"
2555,"@apple I cannot see the airplay icon on my macbook air in order to show whats on my computer screen onto my TV through apple tv","negative"
2557,"Geez @apple I will have my mac by the 3rd of January, I won't postpone any longer.","negative"
2558,"@BlackBerry I kinda feel sorry for @Apple tho. #GoodJob with your last product guys!","negative"
